loan_amnt,term,int_rate,grade,emp_title,emp_length,annual_inc,issue_d,loan_status,purpose,total_pymnt,last_pymnt_d,last_pymnt_amnt,next_pymnt_d,last_credit_pull_d,flag
10000,36 months,11.31%,B,Design Associate,10+ years,77e3,Jan-2019,Current,credit_card,1631.73,Jun-2019,328.86,Jul-2019,Jun-2019,1
2000,36 months,10.33%,B,Case Manager,10+ years,9e4,Feb-2019,Current,credit_card,256.53,Jun-2019,64.85,Jul-2019,Jun-2019,1
30000,60 months,22.35%,D,NA,n/a,74700,Feb-2019,Current,debt_consolidation,3300.95,Jun-2019,834.55,Jul-2019,Jun-2019,1
15000,36 months,11.71%,B,NA,n/a,47e3,Mar-2019,Current,debt_consolidation,1478.66,Jun-2019,496.14,Jul-2019,Jun-2019,1
25000,60 months,17.19%,C,"Sales ,assistant manager",10+ years,108e3,Mar-2019,Current,home_improvement,1847.76,Jun-2019,623.88,Jul-2019,Jun-2019,1
2500,36 months,14.74%,C,Technical specialist,3 years,38e3,Mar-2019,Current,credit_card,254.96,Jun-2019,86.35,Jul-2019,Jun-2019,1
35000,60 months,11.71%,B,Police Officer,10+ years,1e5,Feb-2019,Current,debt_consolidation,2934.38,Jun-2019,773.44,Jul-2019,Jun-2019,1
16625,36 months,16.14%,C,Facility Supervisor,6 years,75e3,Jan-2019,Current,credit_card,2913.29,Jun-2019,585.64,Jul-2019,Jun-2019,1
20000,60 months,12.40%,B,Salary,10+ years,111364,Mar-2019,Current,vacation,1319.29,Jun-2019,448.95,Jul-2019,Jun-2019,1
3600,36 months,15.57%,C,Head sale lead,3 years,29380,Feb-2019,Current,major_purchase,421.93,Jun-2019,125.81,Jul-2019,Jun-2019,1
5000,36 months,16.40%,C,Manager,4 years,44e3,Mar-2019,Current,vacation,521.23,Jun-2019,176.78,Jul-2019,Jun-2019,1
40000,36 months,8.19%,A,MANAGEMENT,8 years,6e4,Mar-2019,Current,home_improvement,3752.71,Jun-2019,1256.97,Jul-2019,Jun-2019,1
20000,36 months,8.81%,A,SSI Claims Specialist,9 years,65e3,Mar-2019,Current,credit_card,1883.11,Jun-2019,634.23,Jul-2019,Jun-2019,1
5000,36 months,11.02%,B,Manager,10+ years,15e4,Mar-2019,Current,home_improvement,485.13,Jun-2019,163.75,Jul-2019,Jun-2019,1
25000,36 months,8.81%,A,Revenue Estimator,< 1 year,108e3,Mar-2019,Current,debt_consolidation,2353.9,Jun-2019,792.79,Jul-2019,Jun-2019,1
4000,36 months,10.33%,B,Admin,4 years,34320,Feb-2019,Current,debt_consolidation,516.46,Jun-2019,129.69,Jul-2019,Jun-2019,1
6000,36 months,10.33%,B,OPERATIONS ANALYST,< 1 year,5e4,Feb-2019,Current,debt_consolidation,774.72,Jun-2019,194.54,Jul-2019,Jun-2019,1
4800,36 months,11.71%,B,MET Team,4 years,23e3,Mar-2019,Current,other,473.19,Jun-2019,158.77,Jul-2019,Jun-2019,1
12000,36 months,8.19%,A,Office Manager,< 1 year,31200,Mar-2019,Current,credit_card,1225.81,Jun-2019,477.09,Jul-2019,Jun-2019,1
10000,36 months,6.46%,A,NA,< 1 year,5e4,Feb-2019,Current,debt_consolidation,1230.63,Jun-2019,306.31,Jul-2019,Jun-2019,1
5000,36 months,11.80%,B,BSA Specialist,3 years,65e3,Jan-2019,Current,debt_consolidation,690.24,May-2019,165.6,Jul-2019,Jun-2019,1
1200,36 months,23.40%,E,Assembler,< 1 year,4e4,Feb-2019,Current,debt_consolidation,185.28,Jun-2019,46.71,Jul-2019,Jun-2019,1
10000,36 months,17.97%,D,NA,n/a,3e4,Feb-2019,Current,debt_consolidation,1420.56,Jun-2019,361.38,Jul-2019,Jun-2019,1
10800,60 months,15.57%,C,custodian,10+ years,22e3,Mar-2019,Current,other,771.2,Jun-2019,260.18,Jul-2019,Jun-2019,1
20000,36 months,7.56%,A,NA,< 1 year,85e3,Mar-2019,Current,credit_card,1859.64,Jun-2019,622.68,Jul-2019,Jun-2019,1
35000,60 months,18.94%,D,NA,< 1 year,65e3,Jan-2019,Current,debt_consolidation,4497.02,Jun-2019,906.77,Jul-2019,Jun-2019,1
22000,60 months,8.19%,A,Plumber,10+ years,82800,Feb-2019,Current,major_purchase,1782.35,Jun-2019,448.09,Jul-2019,Jun-2019,1
10000,36 months,11.80%,B,IBS Store Manager,5 years,48e3,Feb-2019,Current,debt_consolidation,1318.2,Jun-2019,331.19,Jul-2019,Jun-2019,1
40000,36 months,11.31%,B,Vice President Engineering,7 years,18e4,Jan-2019,Current,debt_consolidation,5236.59,May-2019,1315.43,Jul-2019,Jun-2019,1
18000,60 months,11.02%,B,Mechanical Installer,10+ years,63300,Mar-2019,Current,home_improvement,1152.61,Jun-2019,391.55,Jul-2019,Jun-2019,1
15000,36 months,16.14%,C,NA,< 1 year,13e4,Jan-2019,Current,medical,2628.55,Jun-2019,528.4,Jul-2019,Jun-2019,1
10000,60 months,13.56%,C,Supervisor,5 years,6e4,Feb-2019,Current,debt_consolidation,906.57,Jun-2019,230.41,Jul-2019,Jun-2019,1
8000,36 months,19.92%,D,Beauty Ambassador,3 years,4e4,Feb-2019,Current,debt_consolidation,1170.25,Jun-2019,296.99,Jul-2019,Jun-2019,1
12000,36 months,7.02%,A,post commander,5 years,4e4,Mar-2019,Current,debt_consolidation,1102.56,Jun-2019,370.64,Jul-2019,Jun-2019,1
2500,36 months,8.81%,A,Search result evaluator,2 years,15e3,Jan-2019,Current,credit_card,395.18,Jun-2019,79.28,Jul-2019,Jun-2019,1
30725,60 months,16.91%,C,Physical Therapist,10+ years,31e4,Jan-2019,Current,credit_card,3752.82,Jun-2019,762.11,Jul-2019,Jun-2019,1
24000,60 months,11.31%,B,Teacher,10+ years,6e4,Jan-2019,Current,credit_card,2162.48,Jun-2019,525.54,Jul-2019,Jun-2019,1
4800,36 months,16.40%,C,Nursing Unit coordinator,2 years,42e3,Mar-2019,Current,home_improvement,335.05,Jun-2019,169.71,Jul-2019,Jun-2019,1
29650,60 months,12.40%,B,Executive Services Manager,10+ years,11e4,Mar-2019,Current,debt_consolidation,1310.69,May-2019,665.56,Jul-2019,Mar-2019,1
40000,36 months,8.81%,A,Senior Marketing Manager,10+ years,165e3,Jan-2019,Current,debt_consolidation,6420.61,Jun-2019,1268.46,Jul-2019,Jun-2019,1
12000,36 months,11.80%,B,Carrier,10+ years,5e4,Jan-2019,Current,debt_consolidation,1971.42,Jun-2019,397.43,Jul-2019,Jun-2019,1
32000,60 months,15.57%,C,Sales Trader,< 1 year,2e5,Mar-2019,Current,home_improvement,2284.99,Jun-2019,770.89,Jul-2019,Jun-2019,1
18000,60 months,17.97%,D,Teacher,10+ years,48e3,Mar-2019,Current,debt_consolidation,895.61,May-2019,456.79,Jul-2019,Jun-2019,1
26000,60 months,20.00%,D,Service manager,8 years,5e4,Mar-2019,Current,debt_consolidation,2037.66,Jun-2019,688.85,Jul-2019,Jun-2019,1
1500,36 months,20.00%,D,technician,4 years,4e4,Mar-2019,Current,other,163.92,Jun-2019,55.75,Jul-2019,Jun-2019,1
15000,36 months,6.46%,A,truck crew,1 year,84e3,Feb-2019,Current,credit_card,2032.5,Jun-2019,509.47,Jul-2019,Jun-2019,1
7000,36 months,15.02%,C,NA,n/a,24e3,Feb-2019,Current,debt_consolidation,965.08,Jun-2019,242.73,Jul-2019,Jun-2019,1
35000,60 months,24.37%,E,NA,< 1 year,135e3,Jan-2019,Current,major_purchase,4010.25,May-2019,1014.41,Jul-2019,Jun-2019,1
12000,60 months,10.33%,B,Quality Assurance Analyst III,10+ years,85e3,Feb-2019,Current,debt_consolidation,1020.79,Jun-2019,256.92,Jul-2019,Jun-2019,1
13000,36 months,10.72%,B,NA,< 1 year,6e4,Feb-2019,Current,credit_card,2487.82,Jun-2019,423.89,Jul-2019,Jun-2019,1
12600,36 months,10.33%,B,Assembler,8 years,61e3,Mar-2019,Current,debt_consolidation,1218.36,Jun-2019,408.53,Jul-2019,Jun-2019,1
17000,36 months,11.31%,B,occupational therapy assistant,3 years,62400,Feb-2019,Current,credit_card,2209.54,Jun-2019,559.06,Jul-2019,Jun-2019,1
4800,36 months,25.00%,D,Operations Processor,4 years,44e3,Mar-2019,Current,debt_consolidation,565.88,Jun-2019,190.85,Jul-2019,Jun-2019,1
10000,36 months,12.40%,B,Production Supervisor,10+ years,69e3,Mar-2019,Current,credit_card,988.4,Jun-2019,334.06,Jul-2019,Jun-2019,1
16000,36 months,7.02%,A,Program Manager,8 years,75e3,Jan-2019,Current,car,2455.3,Jun-2019,494.18,Jul-2019,Jun-2019,1
12000,36 months,11.80%,B,Asst. Manager,4 years,24e3,Feb-2019,Current,debt_consolidation,1581.85,Jun-2019,397.43,Jul-2019,Jun-2019,1
12000,36 months,11.31%,B,Patient Care Tech,6 years,5e4,Jan-2019,Current,debt_consolidation,1965.61,Jun-2019,394.63,Jul-2019,Jun-2019,1
40000,60 months,8.19%,A,NA,n/a,95e3,Feb-2019,Current,credit_card,3240.6,Jun-2019,814.7,Jul-2019,Jun-2019,1
20000,36 months,17.97%,D,NA,n/a,35e3,Mar-2019,Current,debt_consolidation,2128.32,Jun-2019,722.75,Jul-2019,Jun-2019,1
16000,36 months,17.97%,D,x ray tech,2 years,96e3,Jan-2019,Current,debt_consolidation,2859.05,Jun-2019,578.2,Jul-2019,Jun-2019,1
24000,60 months,14.47%,C,Teller,2 years,7e4,Jan-2019,Current,credit_card,2782.96,Jun-2019,564.31,Jul-2019,Jun-2019,1
10000,36 months,13.90%,C,Caregiver,2 years,52e3,Mar-2019,Current,debt_consolidation,1016.18,Jun-2019,341.3,Jul-2019,Jun-2019,1
15000,36 months,8.19%,A,General manager,10+ years,11e4,Feb-2019,Current,credit_card,1868.42,Jun-2019,471.37,Jul-2019,Jun-2019,1
40000,60 months,8.19%,A,Registered Nurse,8 years,85e3,Mar-2019,Current,debt_consolidation,2425.9,Jun-2019,814.7,Jul-2019,Jun-2019,1
8400,36 months,8.81%,A,Warehouse Manager,10+ years,7e4,Mar-2019,Current,credit_card,795.03,Jun-2019,266.38,Jul-2019,Jun-2019,1
5600,36 months,16.14%,C,Manager,10+ years,5e4,Jan-2019,Current,debt_consolidation,976.31,Jun-2019,197.27,Jul-2019,Jun-2019,1
1000,36 months,11.31%,B,FAMILY NURSE PRACTITIONER,2 years,99560,Jan-2019,Current,other,163.19,Jun-2019,32.89,Jul-2019,Jun-2019,1
4000,36 months,11.31%,B,Programmer,5 years,75e3,Jan-2019,Current,credit_card,523.69,May-2019,131.55,Jul-2019,Jun-2019,1
9000,36 months,11.80%,B,Facility Engineer,< 1 year,6e4,Jan-2019,Current,debt_consolidation,1484.45,Jun-2019,298.07,Jul-2019,Jun-2019,1
20000,36 months,13.56%,C,Sr. Director,7 years,145e3,Feb-2019,Current,credit_card,2687.03,Jun-2019,679.29,Jul-2019,Jun-2019,1
20000,60 months,15.57%,C,Operations Manager,3 years,7e4,Mar-2019,Current,debt_consolidation,1428.13,Jun-2019,481.81,Jul-2019,Jun-2019,1
40000,60 months,8.19%,A,Pharmacist,3 years,15e4,Mar-2019,Current,debt_consolidation,2425.9,Jun-2019,814.7,Jul-2019,Jun-2019,1
20000,36 months,7.56%,A,Contract Compliance Manager,1 year,9e4,Jan-2019,Current,home_improvement,2499.12,Jun-2019,622.68,Jul-2019,Jun-2019,1
25000,60 months,12.40%,B,Diesel technician,3 years,72e3,Mar-2019,Current,home_improvement,1666.32,Jun-2019,561.18,Jul-2019,Jun-2019,1
40000,60 months,10.33%,B,Project Manager,< 1 year,93e3,Mar-2019,Current,home_improvement,2546.24,Jun-2019,856.4,Jul-2019,Jun-2019,1
40000,60 months,8.19%,A,Attorney,6 years,2e5,Jan-2019,Current,credit_card,4055.3,Jun-2019,814.7,Jul-2019,Jun-2019,1
15000,60 months,17.97%,D,Herdsperson,10+ years,92e3,Mar-2019,Current,credit_card,1112.03,Jun-2019,380.66,Jul-2019,Jun-2019,1
40000,36 months,11.80%,B,Production Associate,5 years,35e3,Feb-2019,Current,credit_card,5272.82,Jun-2019,1324.76,Jul-2019,Jun-2019,1
30000,60 months,13.90%,C,Welder/fabricator,2 years,35360,Mar-2019,Current,credit_card,2043.17,Jun-2019,696.5,Jul-2019,Jun-2019,1
10000,36 months,6.46%,A,NA,< 1 year,7e4,Jan-2019,Current,credit_card,1527.96,Jun-2019,306.31,Jul-2019,Jun-2019,1
18000,60 months,25.00%,D,Medical Supply Tech,10+ years,68e3,Mar-2019,Current,debt_consolidation,1559.99,Jun-2019,528.33,Jul-2019,Jun-2019,1
25000,36 months,22.50%,D,Project Manager,10+ years,97e3,Mar-2019,Current,credit_card,2852.5,Jun-2019,961.25,Jul-2019,Jun-2019,1
20000,36 months,23.40%,E,Medical assistant,< 1 year,25e3,Jan-2019,Late (31-120 days),debt_consolidation,726.38,Feb-2019,778.38,Jul-2019,Jun-2019,0
4000,36 months,7.56%,A,NA,n/a,45200,Jan-2019,Current,debt_consolidation,1302.36,Jun-2019,124.54,Jul-2019,Jun-2019,1
4250,36 months,17.97%,D,NA,n/a,38800,Mar-2019,Current,home_improvement,452.28,Jun-2019,153.59,Jul-2019,Jun-2019,1
20000,36 months,8.19%,A,ESOL Testing Teacher Coach,10+ years,8e4,Jan-2019,Current,debt_consolidation,3433.35,Jun-2019,628.49,Jul-2019,Jun-2019,1
10000,36 months,24.37%,E,Store manager,2 years,65e3,Feb-2019,Current,debt_consolidation,1563.58,Jun-2019,394.28,Jul-2019,Jun-2019,1
8000,36 months,14.74%,C,Consultant Manager,10+ years,108e3,Mar-2019,Current,credit_card,822.38,Jun-2019,276.31,Jul-2019,Jun-2019,1
20000,36 months,13.90%,C,NA,< 1 year,36e3,Mar-2019,Current,debt_consolidation,1334.29,May-2019,682.59,Jul-2019,Jun-2019,1
16200,36 months,7.56%,A,Lieutenant/Firefighter,10+ years,66e3,Mar-2019,Current,credit_card,1506.31,Jun-2019,504.37,Jul-2019,Jun-2019,1
8000,36 months,11.71%,B,Executive Administrator Assistant,< 1 year,45e3,Mar-2019,Current,home_improvement,788.63,Jun-2019,264.61,Jul-2019,Jun-2019,1
10000,36 months,15.02%,C,NA,n/a,48e3,Feb-2019,Current,credit_card,1311.95,Jun-2019,346.76,Jul-2019,Jun-2019,1
26400,60 months,20.00%,D,Health Systems Specialist,1 year,58e3,Mar-2019,Current,debt_consolidation,2039.65,Jun-2019,699.44,Jul-2019,Jun-2019,1
10000,36 months,10.72%,B,Sales Rep,5 years,95e3,Jan-2019,Current,credit_card,1624.39,Jun-2019,326.07,Jul-2019,Jun-2019,1
12000,36 months,6.46%,A,Elecrician,4 years,95e3,Feb-2019,Current,debt_consolidation,1461.67,Jun-2019,367.57,Jul-2019,Jun-2019,1
12000,36 months,12.40%,B,NA,n/a,47e3,Mar-2019,Current,credit_card,12335.0326207932,May-2019,11950.69,Jun-2019,Jun-2019,1
29925,60 months,13.56%,C,Workload Manager,10+ years,64720,Feb-2019,Current,debt_consolidation,2735.46,Jun-2019,689.5,Jul-2019,Jun-2019,1
12000,60 months,11.02%,B,Office Administrator,6 years,22e4,Mar-2019,Current,credit_card,775.74,Jun-2019,261.03,Jul-2019,Jun-2019,1
16000,36 months,16.91%,C,National Researcher,1 year,48e3,Jan-2019,Current,credit_card,2735.92,Jun-2019,569.73,Jul-2019,May-2019,1
30000,36 months,13.56%,C,Resource Teacher,10+ years,103e3,Jan-2019,Current,other,5038.15,Jun-2019,1018.93,Jul-2019,Jun-2019,1
40000,36 months,13.08%,B,Oil/Gas Directional Drilling Engineer,10+ years,215e3,Mar-2019,In Grace Period,credit_card,2720.23,May-2019,1400,Jul-2019,Jun-2019,1
1000,36 months,13.08%,B,NA,< 1 year,38e3,Mar-2019,Current,other,99.77,Jun-2019,33.74,Jul-2019,Jun-2019,1
6000,36 months,6.46%,A,Shipping Coordinator,3 years,3e4,Jan-2019,Current,debt_consolidation,916.8,Jun-2019,183.79,Jul-2019,Jun-2019,1
24000,36 months,11.80%,B,Business Development Manager,10+ years,15e4,Jan-2019,Current,debt_consolidation,3934.97,Jun-2019,794.86,Jul-2019,Jun-2019,1
15000,36 months,20.00%,D,Laminator,2 years,35e3,Mar-2019,Current,debt_consolidation,1655.71,Jun-2019,557.46,Jul-2019,Jun-2019,1
3500,36 months,6.46%,A,Sales Associate,< 1 year,27300,Jan-2019,Current,debt_consolidation,533.54,Jun-2019,107.21,Jul-2019,Jun-2019,1
2200,36 months,7.56%,A,NA,n/a,18300,Jan-2019,Current,medical,273.08,May-2019,68.5,Jul-2019,Jun-2019,1
13000,36 months,15.57%,C,Biller/Coder,4 years,45e3,Mar-2019,Current,debt_consolidation,1351.63,Jun-2019,454.29,Jul-2019,Jun-2019,1
25000,60 months,12.98%,B,Teacher,5 years,47e3,Jan-2019,Current,debt_consolidation,2824.87,Jun-2019,568.58,Jul-2019,Jun-2019,1
6000,36 months,11.71%,B,SECURITY,8 years,5e4,Mar-2019,Current,debt_consolidation,587.57,Jun-2019,198.46,Jul-2019,Jun-2019,1
20850,60 months,11.80%,B,Materials Testing Tech,10+ years,87318,Feb-2019,Current,home_improvement,1833.13,Jun-2019,461.7,Jul-2019,Jun-2019,1
1000,36 months,10.72%,B,t.a,7 years,25e3,Jan-2019,Current,other,162.45,Jun-2019,32.61,Jul-2019,Jun-2019,1
25000,60 months,11.80%,B,Assistant manager,10+ years,68e3,Jan-2019,Current,debt_consolidation,2751.56,Jun-2019,553.59,Jul-2019,Jun-2019,1
20000,36 months,8.81%,A,Registered Nurse,10+ years,66e3,Feb-2019,Current,debt_consolidation,2527.13,Jun-2019,634.23,Jul-2019,Jun-2019,1
6000,36 months,7.02%,A,NA,n/a,27500,Feb-2019,Current,credit_card,738.94,Jun-2019,185.32,Jul-2019,Jun-2019,1
10000,60 months,28.80%,D,Tech 2,< 1 year,23562,Mar-2019,Current,credit_card,932.63,Jun-2019,316.21,Jul-2019,Jun-2019,1
13000,36 months,11.31%,B,Security Manager,< 1 year,65e3,Jan-2019,Current,debt_consolidation,13117.18,Jun-2019,11427.52,Jul-2019,Jun-2019,1
30000,60 months,17.19%,C,Appraiser /Realtor,9 years,5e4,Mar-2019,Current,debt_consolidation,2188.65,Jun-2019,748.65,Jul-2019,Jun-2019,1
15600,60 months,17.97%,D,School Bus Driver,10+ years,35500,Jan-2019,Current,debt_consolidation,1940.51,Jun-2019,395.89,Jul-2019,Jun-2019,1
35000,60 months,10.33%,B,Teacher,10+ years,115e3,Jan-2019,Fully Paid,debt_consolidation,35420.004494552,Feb-2019,35440.09,NA,Mar-2019,1
9000,36 months,6.46%,A,NA,n/a,48e3,Mar-2019,Current,debt_consolidation,820.58,Jun-2019,275.68,Jul-2019,Jun-2019,1
5000,36 months,17.97%,D,Accounts Payable,10+ years,26e3,Jan-2019,Current,debt_consolidation,712.78,May-2019,180.69,Jul-2019,Jun-2019,1
33000,60 months,10.33%,B,Human Resource Director,10+ years,7e4,Mar-2019,Current,debt_consolidation,2081.71,Jun-2019,706.53,Jul-2019,Jun-2019,1
7300,36 months,23.40%,E,Billing Manager,3 years,6e4,Jan-2019,Current,debt_consolidation,1363.62,Jun-2019,284.11,Jul-2019,Jun-2019,1
15000,60 months,20.89%,D,Tech Analyst,5 years,7e4,Jan-2019,Current,debt_consolidation,1989.58,Jun-2019,404.88,Jul-2019,Jun-2019,1
7000,36 months,7.02%,A,Inspector/Staff Engineer,3 years,45e3,Jan-2019,Current,debt_consolidation,1078.32,Jun-2019,216.21,Jul-2019,Jun-2019,1
30000,60 months,11.02%,B,Senior Associate,10+ years,7e4,Mar-2019,Current,debt_consolidation,1997.67,Jun-2019,661.13,Jul-2019,Jun-2019,1
3000,36 months,15.57%,C,NA,n/a,17328,Mar-2019,Current,debt_consolidation,311.92,Jun-2019,104.84,Jul-2019,Jun-2019,1
40000,36 months,6.46%,A,Protective security officer,10+ years,1e5,Jan-2019,Current,debt_consolidation,6111.84,Jun-2019,1225.24,Jul-2019,Jun-2019,1
1800,36 months,8.81%,A,Reception,4 years,32500,Feb-2019,Current,debt_consolidation,227.48,Jun-2019,57.09,Jul-2019,Jun-2019,1
19000,36 months,7.56%,A,Maintenance Technician Mechanical,7 years,11e4,Jan-2019,Current,debt_consolidation,2957.75,Jun-2019,591.55,Jul-2019,Jun-2019,1
17800,36 months,6.46%,A,Teacher,3 years,7e4,Jan-2019,Current,debt_consolidation,2719.76,Jun-2019,545.23,Jul-2019,Jun-2019,1
10000,60 months,11.02%,B,Manager,10+ years,37e3,Mar-2019,Current,credit_card,640.35,Jun-2019,217.53,Jul-2019,Jun-2019,1
5000,36 months,10.33%,B,Medical Secretary,4 years,36e3,Jan-2019,Current,credit_card,804.86,Jun-2019,162.12,Jul-2019,Jun-2019,1
10000,60 months,15.02%,C,Accounting manager,< 1 year,87e3,Feb-2019,Current,debt_consolidation,935.35,Jun-2019,238.01,Jul-2019,Jun-2019,1
27000,60 months,10.33%,B,Auditor,8 years,84e3,Jan-2019,Current,credit_card,2859.36,Jun-2019,578.07,Jul-2019,Jun-2019,1
3025,36 months,14.74%,C,management,5 years,5e4,Mar-2019,In Grace Period,credit_card,204.01,Jun-2019,104.48,Jul-2019,Jun-2019,1
15000,60 months,16.91%,C,operations manager,5 years,7e4,Jan-2019,Current,debt_consolidation,1832.17,Jun-2019,372.07,Jul-2019,Jun-2019,1
16000,36 months,17.97%,D,Architectural Designer,< 1 year,45e3,Feb-2019,Current,debt_consolidation,2346.83,Jun-2019,578.2,Jul-2019,Jun-2019,1
20000,36 months,8.81%,A,Pharmacist,2 years,95e3,Feb-2019,Current,debt_consolidation,2527.13,Jun-2019,634.23,Jul-2019,Jun-2019,1
7000,36 months,8.81%,A,Facility Invoicing Lead,3 years,54e3,Jan-2019,Current,debt_consolidation,1606.47,Jun-2019,221.98,Jul-2019,Jun-2019,1
6000,36 months,15.57%,C,Accounting Specialist,10+ years,45e3,Mar-2019,Current,debt_consolidation,618.66,Jun-2019,209.68,Jul-2019,Jun-2019,1
8000,36 months,7.02%,A,Logistics account executive,2 years,6e4,Feb-2019,Current,debt_consolidation,758.43,Jun-2019,247.09,Jul-2019,Jun-2019,1
20000,60 months,17.97%,D,Director,2 years,1e5,Feb-2019,Current,credit_card,2020.22,Jun-2019,507.55,Jul-2019,Jun-2019,1
15000,36 months,20.00%,D,Hair stylist,10+ years,32e3,Mar-2019,Current,debt_consolidation,1655.71,Jun-2019,557.46,Jul-2019,Jun-2019,1
15000,60 months,12.40%,B,engineer manager,10+ years,83e3,Mar-2019,Current,debt_consolidation,989.46,Jun-2019,336.71,Jul-2019,Jun-2019,1
16000,36 months,7.56%,A,NA,n/a,103e3,Jan-2019,Current,debt_consolidation,2470.59,Jun-2019,498.15,Jul-2019,Jun-2019,1
16800,36 months,13.90%,C,Financial Manager,10+ years,13e4,Feb-2019,Current,home_improvement,1746.06,May-2019,573.37,Jul-2019,Jun-2019,1
14000,36 months,7.56%,A,Sr. Information Security Analyst,5 years,122500,Feb-2019,Current,credit_card,2731.76,Jun-2019,435.88,Jul-2019,Jun-2019,1
6000,36 months,7.56%,A,registered nurse,< 1 year,89e3,Jan-2019,Current,debt_consolidation,947.91,Jun-2019,186.81,Jul-2019,Jun-2019,1
40000,60 months,11.02%,B,NA,n/a,5e4,Mar-2019,Fully Paid,house,40065.629111111,Mar-2019,40090.12,NA,Feb-2019,1
20000,36 months,8.19%,A,SALES,10+ years,52e3,Jan-2019,Current,debt_consolidation,3124.25,Jun-2019,628.49,Jul-2019,Jun-2019,1
30000,36 months,13.56%,C,SENIOR BUSINESS ANALYST,< 1 year,9e4,Jan-2019,Current,debt_consolidation,5072.05,Jun-2019,1018.93,Jul-2019,Jun-2019,1
4000,36 months,10.33%,B,Deburring specialist,6 years,35e3,Jan-2019,Current,debt_consolidation,642.71,Jun-2019,129.69,Jul-2019,Jun-2019,1
14400,60 months,11.80%,B,NA,< 1 year,9e4,Jan-2019,Late (16-30 days),debt_consolidation,1356.6,May-2019,318.87,Jul-2019,Jun-2019,0
10000,36 months,7.02%,A,Teacher,10+ years,105e3,Mar-2019,Current,debt_consolidation,1022.71,Jun-2019,308.87,Jul-2019,Jun-2019,1
16000,60 months,15.02%,C,Speech Pathologist,5 years,8e4,Jan-2019,Current,debt_consolidation,1890.7,Jun-2019,380.81,Jul-2019,Jun-2019,1
30000,60 months,10.33%,B,NA,n/a,32e3,Jan-2019,Current,home_improvement,3323.41,Jun-2019,642.3,Jul-2019,Jun-2019,1
10000,36 months,6.46%,A,Production chef,6 years,35e3,Feb-2019,Current,credit_card,1218.06,Jun-2019,306.31,Jul-2019,Jun-2019,1
16000,60 months,17.19%,C,Service Technician,7 years,85e3,Feb-2019,Current,credit_card,1551.28,Jun-2019,399.28,Jul-2019,Jun-2019,1
10000,60 months,8.81%,A,Teacher,6 years,7e4,Jan-2019,Current,credit_card,1023.56,Jun-2019,206.67,Jul-2019,Jun-2019,1
12000,36 months,8.19%,A,Maintenance Engineer,2 years,6e4,Feb-2019,Current,debt_consolidation,2427.9,Jun-2019,377.09,Jul-2019,Jun-2019,1
20175,36 months,13.08%,B,Business Office Assistant,8 years,52e3,Mar-2019,Current,credit_card,2056.35,Jun-2019,680.56,Jul-2019,Jun-2019,1
35000,36 months,11.02%,B,General Manager,10+ years,106e3,Mar-2019,Current,debt_consolidation,2269.52,Jun-2019,1146.19,Jul-2019,Jun-2019,1
10000,36 months,11.71%,B,Security Engineer,3 years,182e3,Mar-2019,Current,credit_card,985.77,Jun-2019,330.76,Jul-2019,Jun-2019,1
1000,36 months,30.79%,G,Care manager,10+ years,53e3,Mar-2019,Fully Paid,other,1058.2441937827,May-2019,1017.06,NA,Jun-2019,1
22500,60 months,10.33%,B,Solution Architect,2 years,1e5,Feb-2019,Current,debt_consolidation,1881.74,Jun-2019,481.73,Jul-2019,Jun-2019,1
4200,36 months,7.56%,A,computer programmer,10+ years,71e3,Feb-2019,Current,credit_card,519.55,Jun-2019,130.77,Jul-2019,Jun-2019,1
10500,36 months,6.46%,A,Registered Dental Assistant,4 years,41e3,Jan-2019,Current,credit_card,1598.73,Jun-2019,321.63,Jul-2019,Jun-2019,1
17000,60 months,14.74%,C,Region sales manager,< 1 year,225e3,Mar-2019,Current,credit_card,1192.44,Jun-2019,402.12,Jul-2019,Jun-2019,1
